"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"9455","NNP1-11","NNP1-44","chr21",17749735,20149284,"8,34",2399549,"2,40","Nyungwe","Eastern","Nyungwe","Eastern","0,00","20,84","520,93",520.93,520.93
"9456","NNP1-11","NNP1-44","chr21",46215718,47217220,"5,33",1001502,"1,00","Nyungwe","Eastern","Nyungwe","Eastern","0,00","49,93","1248,13",1248.13,1248.13
"9457","NNP1-11","NNP1-44","chr21",36704616,36917128,"3,07",212512,"0,21","Nyungwe","Eastern","Nyungwe","Eastern","0,00","235,28","5882,02",5882.02,5882.02
"9458","NNP1-15","NNP1-44","chr21",35282866,35717113,"3,04",434247,"0,43","Nyungwe","Eastern","Nyungwe","Eastern","0,00","115,14","2878,55",2878.55,2878.55
"9459","NNP1-15","NNP1-44","chr21",41328863,41704208,"3,11",375345,"0,38","Nyungwe","Eastern","Nyungwe","Eastern","0,00","133,21","3330,27",3330.27,3330.27
"9460","NNP1-26","NNP1-44","chr21",29808437,32940325,"7,84",3131888,"3,13","Nyungwe","Eastern","Nyungwe","Eastern","0,00","15,96","399,12",399.12,399.12
"9461","NNP1-26","NNP1-44","chr21",35441305,39246129,"8,51",3804824,"3,80","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,14","328,53",328.53,328.53
"9462","NNP1-54","NNP1-44","chr21",42603712,43158655,"3,77",554943,"0,55","Nyungwe","Eastern","Nyungwe","Eastern","0,00","90,10","2252,48",2252.48,2252.48
"9463","NNP1-54","NNP1-44","chr21",29654229,32545458,"8,04",2891229,"2,89","Nyungwe","Eastern","Nyungwe","Eastern","0,00","17,29","432,34",432.34,432.34
"9464","NNP1-54","NNP1-44","chr21",46926655,47613807,"3,34",687152,"0,69","Nyungwe","Eastern","Nyungwe","Eastern","0,00","72,76","1819,10",1819.1,1819.1
"9465","NNP1-54","NNP1-44","chr21",21127098,22555786,"3,04",1428688,"1,43","Nyungwe","Eastern","Nyungwe","Eastern","0,00","35,00","874,93",874.93,874.93
"9466","NNP1-54","NNP1-44","chr21",35409170,39211855,"17,68",3802685,"3,80","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,15","328,72",328.72,328.72
"9467","NNP1-57","NNP1-44","chr21",30487477,35767378,"14,66",5279901,"5,28","Nyungwe","Eastern","Nyungwe","Eastern","0,00","9,47","236,75",236.75,236.75
"9468","NNP1-57","NNP1-44","chr21",37956067,38158046,"4,72",201979,"0,20","Nyungwe","Eastern","Nyungwe","Eastern","0,00","247,55","6188,76",6188.76,6188.76
"9469","NNP2-35","NNP1-44","chr21",24814066,28381568,"5,98",3567502,"3,57","Nyungwe","Eastern","Nyungwe","Eastern","0,00","14,02","350,39",350.39,350.39
"9470","NNP2-67","NNP1-44","chr21",41314118,41876069,"5,2",561951,"0,56","Nyungwe","Eastern","Nyungwe","Eastern","0,00","88,98","2224,39",2224.39,2224.39
"9471","NNP2-67","NNP1-44","chr21",29770742,32999327,"12,43",3228585,"3,23","Nyungwe","Eastern","Nyungwe","Eastern","0,00","15,49","387,17",387.17,387.17
"9472","NNP2-67","NNP1-44","chr21",17030557,19478356,"7,67",2447799,"2,45","Nyungwe","Eastern","Nyungwe","Eastern","0,00","20,43","510,66",510.66,510.66
"9473","Uga1-17","NNP1-44","chr21",40998972,41261107,"4,38",262135,"0,26","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","190,74","4768,54",4768.54,4768.54
"9474","Uga1-17","NNP1-44","chr21",23795484,24437539,"4,83",642055,"0,64","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","77,87","1946,87",1946.87,1946.87
"9475","Uga1-34","NNP1-44","chr21",23711656,24371396,"3,05",659740,"0,66","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","75,79","1894,69",1894.69,1894.69
"9476","Bud1-7","NNP1-54","chr21",19051171,19427724,"3,11",376553,"0,38","Nyungwe","Eastern","Budongo","Eastern","530,33","132,78","3319,59",3319.59,3319.59
"9477","Bwi-2-26","NNP1-54","chr21",42446767,42740252,"3,43",293485,"0,29","Nyungwe","Eastern","Bwindi","Eastern","167,27","170,37","4259,16",4259.16,4259.16
"9478","Bwi1-64","NNP1-54","chr21",42432211,42760275,"5",328064,"0,33","Nyungwe","Eastern","Bwindi","Eastern","167,27","152,41","3810,23",3810.23,3810.23
"9479","Bwi1-78","NNP1-54","chr21",43154378,43282380,"3,16",128002,"0,13","Nyungwe","Eastern","Bwindi","Eastern","167,27","390,62","9765,47",9765.47,9765.47
"9480","Gis1-10","NNP1-54","chr21",22102256,23457731,"3,46",1355475,"1,36","Nyungwe","Eastern","Gishwati","Eastern","72,69","36,89","922,19",922.19,922.19
"9481","Gis1-25","NNP1-54","chr21",43290087,44453400,"6,44",1163313,"1,16","Nyungwe","Eastern","Gishwati","Eastern","72,69","42,98","1074,52",1074.52,1074.52
"9482","Gis1-5","NNP1-54","chr21",22485212,23044922,"4,77",559710,"0,56","Nyungwe","Eastern","Gishwati","Eastern","72,69","89,33","2233,30",2233.3,2233.3
"9483","Gis1-59","NNP1-54","chr21",43387252,44454148,"8,29",1066896,"1,07","Nyungwe","Eastern","Gishwati","Eastern","72,69","46,86","1171,62",1171.62,1171.62
"9484","Gis1-8","NNP1-54","chr21",25551337,28257186,"9,93",2705849,"2,71","Nyungwe","Eastern","Gishwati","Eastern","72,69","18,48","461,96",461.96,461.96
"9485","Gis1-8","NNP1-54","chr21",43290087,44454148,"8,58",1164061,"1,16","Nyungwe","Eastern","Gishwati","Eastern","72,69","42,95","1073,83",1073.83,1073.83
"9486","Gis1-8","NNP1-54","chr21",19767805,20301971,"4,84",534166,"0,53","Nyungwe","Eastern","Gishwati","Eastern","72,69","93,60","2340,10",2340.1,2340.1
"9487","N259-8","NNP1-54","chr21",15214659,15626414,"5,08",411755,"0,41","Nyungwe","Eastern","Ngogo","Eastern","353,22","121,43","3035,79",3035.79,3035.79
"9488","NNP1-11","NNP1-54","chr21",28210270,28522731,"3,31",312461,"0,31","Nyungwe","Eastern","Nyungwe","Eastern","0,00","160,02","4000,50",4000.5,4000.5
"9489","NNP1-11","NNP1-54","chr21",43208396,43972323,"7,13",763927,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,45","1636,28",1636.28,1636.28
"9490","NNP1-11","NNP1-54","chr21",25160116,25683059,"3,12",522943,"0,52","Nyungwe","Eastern","Nyungwe","Eastern","0,00","95,61","2390,32",2390.32,2390.32
"9491","NNP1-15","NNP1-54","chr21",19756410,20301971,"5,79",545561,"0,55","Nyungwe","Eastern","Nyungwe","Eastern","0,00","91,65","2291,22",2291.22,2291.22
"9492","NNP1-15","NNP1-54","chr21",41292715,41497510,"3,56",204795,"0,20","Nyungwe","Eastern","Nyungwe","Eastern","0,00","244,15","6103,66",6103.66,6103.66
"9493","NNP1-26","NNP1-54","chr21",36029313,39630804,"7,27",3601491,"3,60","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,88","347,08",347.08,347.08
"9494","NNP1-44","NNP1-54","chr21",35409170,39211855,"17,68",3802685,"3,80","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,15","328,72",328.72,328.72
"9495","NNP1-44","NNP1-54","chr21",29654229,32545458,"8,04",2891229,"2,89","Nyungwe","Eastern","Nyungwe","Eastern","0,00","17,29","432,34",432.34,432.34
"9496","NNP1-44","NNP1-54","chr21",21127098,22555786,"3,04",1428688,"1,43","Nyungwe","Eastern","Nyungwe","Eastern","0,00","35,00","874,93",874.93,874.93
"9497","NNP1-44","NNP1-54","chr21",46926655,47613807,"3,34",687152,"0,69","Nyungwe","Eastern","Nyungwe","Eastern","0,00","72,76","1819,10",1819.1,1819.1
"9498","NNP1-44","NNP1-54","chr21",42603712,43158655,"3,77",554943,"0,55","Nyungwe","Eastern","Nyungwe","Eastern","0,00","90,10","2252,48",2252.48,2252.48
"9499","NNP1-57","NNP1-54","chr21",15233809,15942618,"7,93",708809,"0,71","Nyungwe","Eastern","Nyungwe","Eastern","0,00","70,54","1763,52",1763.52,1763.52
"9500","NNP1-57","NNP1-54","chr21",29831697,31770158,"10,01",1938461,"1,94","Nyungwe","Eastern","Nyungwe","Eastern","0,00","25,79","644,84",644.84,644.84
"9501","NNP1-57","NNP1-54","chr21",26339639,26939761,"3,39",600122,"0,60","Nyungwe","Eastern","Nyungwe","Eastern","0,00","83,32","2082,91",2082.91,2082.91
"9502","NNP1-57","NNP1-54","chr21",19659511,20696641,"5,2",1037130,"1,04","Nyungwe","Eastern","Nyungwe","Eastern","0,00","48,21","1205,25",1205.25,1205.25
"9503","NNP1-57","NNP1-54","chr21",37957019,38206365,"3,54",249346,"0,25","Nyungwe","Eastern","Nyungwe","Eastern","0,00","200,52","5013,11",5013.11,5013.11
"9504","NNP1-57","NNP1-54","chr21",46316011,48084732,"8,88",1768721,"1,77","Nyungwe","Eastern","Nyungwe","Eastern","0,00","28,27","706,73",706.73,706.73
"9505","NNP2-67","NNP1-54","chr21",19767805,20301971,"3,76",534166,"0,53","Nyungwe","Eastern","Nyungwe","Eastern","0,00","93,60","2340,10",2340.1,2340.1
"9506","NNP2-67","NNP1-54","chr21",30757929,31524254,"5,47",766325,"0,77","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,25","1631,16",1631.16,1631.16
"9507","NNP2-67","NNP1-54","chr21",15270638,17212843,"8,7",1942205,"1,94","Nyungwe","Eastern","Nyungwe","Eastern","0,00","25,74","643,60",643.6,643.6
"9508","NNP2-67","NNP1-54","chr21",26361295,27121724,"3,8",760429,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,75","1643,81",1643.81,1643.81
"9509","NNP2-67","NNP1-54","chr21",36353405,38731151,"12,15",2377746,"2,38","Nyungwe","Eastern","Nyungwe","Eastern","0,00","21,03","525,71",525.71,525.71
"9510","Uga1-1","NNP1-54","chr21",32408533,33213804,"3,83",805271,"0,81","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","62,09","1552,27",1552.27,1552.27
"9511","Uga1-1","NNP1-54","chr21",47052508,47706792,"3,04",654284,"0,65","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","76,42","1910,49",1910.49,1910.49
"9512","Uga1-17","NNP1-54","chr21",19663709,20271480,"3,91",607771,"0,61","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","82,27","2056,70",2056.7,2056.7
"9513","Uga1-17","NNP1-54","chr21",27125679,27364193,"3,88",238514,"0,24","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","209,63","5240,78",5240.78,5240.78
"9514","Uga1-34","NNP1-54","chr21",38067895,38882135,"4,47",814240,"0,81","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","61,41","1535,17",1535.17,1535.17
"9515","Uga2-22","NNP1-54","chr21",36907668,37727819,"3,09",820151,"0,82","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","60,96","1524,11",1524.11,1524.11
"9516","Uga2-31","NNP1-54","chr21",38067895,38889666,"4,68",821771,"0,82","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","60,84","1521,11",1521.11,1521.11
"9517","Uga2-31","NNP1-54","chr21",19663709,20271480,"3,71",607771,"0,61","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","82,27","2056,70",2056.7,2056.7
"9518","Uga2-44","NNP1-54","chr21",38264626,38889666,"3,49",625040,"0,63","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","79,99","1999,87",1999.87,1999.87
"9519","Uga2-74","NNP1-54","chr21",38064573,38837153,"7,25",772580,"0,77","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","64,72","1617,96",1617.96,1617.96
"9520","Uga2-74","NNP1-54","chr21",32404966,33146813,"4,04",741847,"0,74","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","67,40","1684,98",1684.98,1684.98
"9521","Bil1-47","NNP1-57","chr21",23969218,24687021,"4,7",717803,"0,72","Nyungwe","Eastern","Bili-Uele","Eastern","883,78","69,66","1741,42",1741.42,1741.42
"9522","Bud1-17","NNP1-57","chr21",36972804,37589852,"3,07",617048,"0,62","Nyungwe","Eastern","Budongo","Eastern","530,33","81,03","2025,77",2025.77,2025.77
"9523","Gis1-25","NNP1-57","chr21",42839903,43368178,"3,43",528275,"0,53","Nyungwe","Eastern","Gishwati","Eastern","72,69","94,65","2366,19",2366.19,2366.19
"9524","Gis1-5","NNP1-57","chr21",45078327,45878563,"5,41",800236,"0,80","Nyungwe","Eastern","Gishwati","Eastern","72,69","62,48","1562,04",1562.04,1562.04
"9525","Gis1-8","NNP1-57","chr21",25362001,27256750,"6,1",1894749,"1,89","Nyungwe","Eastern","Gishwati","Eastern","72,69","26,39","659,72",659.72,659.72
"9526","Gis1-8","NNP1-57","chr21",38843283,39128970,"3,92",285687,"0,29","Nyungwe","Eastern","Gishwati","Eastern","72,69","175,02","4375,42",4375.42,4375.42
"9527","N183-6","NNP1-57","chr21",24108039,24671853,"3,69",563814,"0,56","Nyungwe","Eastern","Ngogo","Eastern","353,22","88,68","2217,04",2217.04,2217.04
"9528","NNP1-15","NNP1-57","chr21",45970920,48093331,"11,38",2122411,"2,12","Nyungwe","Eastern","Nyungwe","Eastern","0,00","23,56","588,95",588.95,588.95
"9529","NNP1-26","NNP1-57","chr21",46129874,47803869,"7,85",1673995,"1,67","Nyungwe","Eastern","Nyungwe","Eastern","0,00","29,87","746,72",746.72,746.72
"9530","NNP1-26","NNP1-57","chr21",43321505,43769708,"3,41",448203,"0,45","Nyungwe","Eastern","Nyungwe","Eastern","0,00","111,56","2788,91",2788.91,2788.91
"9531","NNP1-44","NNP1-57","chr21",37956067,38158046,"4,72",201979,"0,20","Nyungwe","Eastern","Nyungwe","Eastern","0,00","247,55","6188,76",6188.76,6188.76
"9532","NNP1-44","NNP1-57","chr21",30487477,35767378,"14,66",5279901,"5,28","Nyungwe","Eastern","Nyungwe","Eastern","0,00","9,47","236,75",236.75,236.75
"9533","NNP1-54","NNP1-57","chr21",46316011,48084732,"8,88",1768721,"1,77","Nyungwe","Eastern","Nyungwe","Eastern","0,00","28,27","706,73",706.73,706.73
"9534","NNP1-54","NNP1-57","chr21",29831697,31770158,"10,01",1938461,"1,94","Nyungwe","Eastern","Nyungwe","Eastern","0,00","25,79","644,84",644.84,644.84
"9535","NNP1-54","NNP1-57","chr21",26339639,26939761,"3,39",600122,"0,60","Nyungwe","Eastern","Nyungwe","Eastern","0,00","83,32","2082,91",2082.91,2082.91
"9536","NNP1-54","NNP1-57","chr21",37957019,38206365,"3,54",249346,"0,25","Nyungwe","Eastern","Nyungwe","Eastern","0,00","200,52","5013,11",5013.11,5013.11
"9537","NNP1-54","NNP1-57","chr21",15233809,15942618,"7,93",708809,"0,71","Nyungwe","Eastern","Nyungwe","Eastern","0,00","70,54","1763,52",1763.52,1763.52
"9538","NNP1-54","NNP1-57","chr21",19659511,20696641,"5,2",1037130,"1,04","Nyungwe","Eastern","Nyungwe","Eastern","0,00","48,21","1205,25",1205.25,1205.25
"9539","NNP2-35","NNP1-57","chr21",35283018,35690999,"3,08",407981,"0,41","Nyungwe","Eastern","Nyungwe","Eastern","0,00","122,55","3063,87",3063.87,3063.87
"9540","NNP2-35","NNP1-57","chr21",47352868,48079149,"4,64",726281,"0,73","Nyungwe","Eastern","Nyungwe","Eastern","0,00","68,84","1721,10",1721.1,1721.1
"9541","NNP2-35","NNP1-57","chr21",41421657,41749397,"3,83",327740,"0,33","Nyungwe","Eastern","Nyungwe","Eastern","0,00","152,56","3814,00",3814,3814
"9542","NNP2-67","NNP1-57","chr21",34323154,35647204,"6,27",1324050,"1,32","Nyungwe","Eastern","Nyungwe","Eastern","0,00","37,76","944,07",944.07,944.07
"9543","NNP2-67","NNP1-57","chr21",23769469,24260325,"6,52",490856,"0,49","Nyungwe","Eastern","Nyungwe","Eastern","0,00","101,86","2546,57",2546.57,2546.57
"9544","NNP2-67","NNP1-57","chr21",41878156,42352168,"3,59",474012,"0,47","Nyungwe","Eastern","Nyungwe","Eastern","0,00","105,48","2637,06",2637.06,2637.06
"9545","NNP2-67","NNP1-57","chr21",30757929,31522284,"5,44",764355,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,41","1635,37",1635.37,1635.37
"9546","Uga1-17","NNP1-57","chr21",27968458,28479535,"6,37",511077,"0,51","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","97,83","2445,82",2445.82,2445.82
"9547","Uga1-34","NNP1-57","chr21",28003963,28614836,"6,11",610873,"0,61","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","81,85","2046,25",2046.25,2046.25
"9548","Uga2-22","NNP1-57","chr21",27805103,28062240,"3,74",257137,"0,26","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","194,45","4861,22",4861.22,4861.22
"9549","Uga2-22","NNP1-57","chr21",26008739,26763411,"4,87",754672,"0,75","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","66,25","1656,35",1656.35,1656.35
"9550","Uga2-44","NNP1-57","chr21",33696743,34251142,"3,68",554399,"0,55","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","90,19","2254,69",2254.69,2254.69
"9551","Bwi1-74","NNP2-35","chr21",22933607,24802877,"5,24",1869270,"1,87","Nyungwe","Eastern","Bwindi","Eastern","167,27","26,75","668,71",668.71,668.71
"9552","Gis1-25","NNP2-35","chr21",42743434,43683918,"5,02",940484,"0,94","Nyungwe","Eastern","Gishwati","Eastern","72,69","53,16","1329,10",1329.1,1329.1
"9553","Gis1-25","NNP2-35","chr21",33469087,37292177,"5,44",3823090,"3,82","Nyungwe","Eastern","Gishwati","Eastern","72,69","13,08","326,96",326.96,326.96
"9554","Gis1-5","NNP2-35","chr21",22621808,23715300,"5,11",1093492,"1,09","Nyungwe","Eastern","Gishwati","Eastern","72,69","45,73","1143,13",1143.13,1143.13
"9555","Gis1-5","NNP2-35","chr21",33097682,37412491,"4,96",4314809,"4,31","Nyungwe","Eastern","Gishwati","Eastern","72,69","11,59","289,70",289.7,289.7
"9556","Gis1-59","NNP2-35","chr21",42804228,43547499,"3,1",743271,"0,74","Nyungwe","Eastern","Gishwati","Eastern","72,69","67,27","1681,76",1681.76,1681.76
"9557","Gis1-59","NNP2-35","chr21",38944316,39930795,"3,56",986479,"0,99","Nyungwe","Eastern","Gishwati","Eastern","72,69","50,69","1267,13",1267.13,1267.13
"9558","Gis1-8","NNP2-35","chr21",38349302,39918156,"6,58",1568854,"1,57","Nyungwe","Eastern","Gishwati","Eastern","72,69","31,87","796,76",796.76,796.76
"9559","Gis1-8","NNP2-35","chr21",42804228,43554452,"4,82",750224,"0,75","Nyungwe","Eastern","Gishwati","Eastern","72,69","66,65","1666,17",1666.17,1666.17
"9560","N173-11","NNP2-35","chr21",38264064,38625721,"3,08",361657,"0,36","Nyungwe","Eastern","Ngogo","Eastern","353,22","138,25","3456,31",3456.31,3456.31
"9561","NNP1-11","NNP2-35","chr21",42588007,43532547,"3,55",944540,"0,94","Nyungwe","Eastern","Nyungwe","Eastern","0,00","52,94","1323,40",1323.4,1323.4
"9562","NNP1-15","NNP2-35","chr21",15230911,15990203,"3,31",759292,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,85","1646,27",1646.27,1646.27
"9563","NNP1-15","NNP2-35","chr21",47366266,48084566,"4,47",718300,"0,72","Nyungwe","Eastern","Nyungwe","Eastern","0,00","69,61","1740,22",1740.22,1740.22
"9564","NNP1-15","NNP2-35","chr21",18513185,21911791,"5,88",3398606,"3,40","Nyungwe","Eastern","Nyungwe","Eastern","0,00","14,71","367,80",367.8,367.8
"9565","NNP1-26","NNP2-35","chr21",26215788,28967659,"5,42",2751871,"2,75","Nyungwe","Eastern","Nyungwe","Eastern","0,00","18,17","454,24",454.24,454.24
"9566","NNP1-26","NNP2-35","chr21",16701426,21602044,"3,6",4900618,"4,90","Nyungwe","Eastern","Nyungwe","Eastern","0,00","10,20","255,07",255.07,255.07
"9567","NNP1-44","NNP2-35","chr21",24814066,28381568,"5,98",3567502,"3,57","Nyungwe","Eastern","Nyungwe","Eastern","0,00","14,02","350,39",350.39,350.39
"9568","NNP1-57","NNP2-35","chr21",47352868,48079149,"4,64",726281,"0,73","Nyungwe","Eastern","Nyungwe","Eastern","0,00","68,84","1721,10",1721.1,1721.1
"9569","NNP1-57","NNP2-35","chr21",35283018,35690999,"3,08",407981,"0,41","Nyungwe","Eastern","Nyungwe","Eastern","0,00","122,55","3063,87",3063.87,3063.87
"9570","NNP1-57","NNP2-35","chr21",41421657,41749397,"3,83",327740,"0,33","Nyungwe","Eastern","Nyungwe","Eastern","0,00","152,56","3814,00",3814,3814
"9571","NNP2-67","NNP2-35","chr21",35208964,35782393,"3,77",573429,"0,57","Nyungwe","Eastern","Nyungwe","Eastern","0,00","87,19","2179,87",2179.87,2179.87
"9572","NNP2-67","NNP2-35","chr21",38668462,39211855,"4,76",543393,"0,54","Nyungwe","Eastern","Nyungwe","Eastern","0,00","92,01","2300,36",2300.36,2300.36
"9573","Uga1-17","NNP2-35","chr21",40942387,41520995,"3,66",578608,"0,58","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","86,41","2160,36",2160.36,2160.36
"9574","Uga2-49","NNP2-35","chr21",41066946,41547722,"3,48",480776,"0,48","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","104,00","2599,96",2599.96,2599.96
"9575","Bwi-2-26","NNP2-67","chr21",33671088,33819150,"3,12",148062,"0,15","Nyungwe","Eastern","Bwindi","Eastern","167,27","337,70","8442,41",8442.41,8442.41
"9576","Chinko-14","NNP2-67","chr21",15666177,15924644,"3,02",258467,"0,26","Nyungwe","Eastern","Chinko","Eastern","1098,39","193,45","4836,21",4836.21,4836.21
"9577","Gis1-10","NNP2-67","chr21",18126032,22145285,"7,96",4019253,"4,02","Nyungwe","Eastern","Gishwati","Eastern","72,69","12,44","311,00",311,311
"9578","Gis1-25","NNP2-67","chr21",26587385,27797456,"6,59",1210071,"1,21","Nyungwe","Eastern","Gishwati","Eastern","72,69","41,32","1033,00",1033,1033
"9579","Gis1-5","NNP2-67","chr21",19615729,20234789,"4,19",619060,"0,62","Nyungwe","Eastern","Gishwati","Eastern","72,69","80,77","2019,19",2019.19,2019.19
"9580","Gis1-59","NNP2-67","chr21",47619935,48061211,"3,72",441276,"0,44","Nyungwe","Eastern","Gishwati","Eastern","72,69","113,31","2832,69",2832.69,2832.69
"9581","Gis1-59","NNP2-67","chr21",14939784,15471224,"4,29",531440,"0,53","Nyungwe","Eastern","Gishwati","Eastern","72,69","94,08","2352,10",2352.1,2352.1
